Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Negative Regulation Of Multicellular Organismal Process (GO:0051241)	6/231	0.0010744192101797	0.0251915081346558	0	0	5.581560283687943	38.15540674448032	ADAMTS5;MEF2C;NOTCH1;LDLRAD4;MCC;PTPRG
GO_Biological_Process_2023	Hematopoietic Stem Cell Proliferation (GO:0071425)	2/10	0.0010850384206118	0.0251915081346558	0	0	50.74489795918368	346.39177176286466	MECOM;ETV6
GO_Biological_Process_2023	Cellular Response To Growth Factor Stimulus (GO:0071363)	5/155	0.0010918919934525	0.0251915081346558	0	0	6.9298245614035086	47.260317699825904	MEF2C;SEMA6A;NOTCH1;FLT1;RAPGEF1
GO_Biological_Process_2023	Cardiac Ventricle Morphogenesis (GO:0003208)	3/42	0.0012085906045389	0.0251926759071826	0	0	15.750198255352895	105.81456304852416	MEF2C;NOTCH1;ENG
GO_Biological_Process_2023	Determination Of Heart Left/Right Asymmetry (GO:0061371)	3/42	0.0012085906045389	0.0251926759071826	0	0	15.750198255352895	105.81456304852416	MEF2C;NOTCH1;ENG
GO_Biological_Process_2023	Embryonic Heart Tube Morphogenesis (GO:0003143)	3/42	0.0012085906045389	0.0251926759071826	0	0	15.750198255352895	105.81456304852416	MEF2C;NOTCH1;ENG
GO_Biological_Process_2023	Positive Regulation Of Neuron Differentiation (GO:0045666)	3/42	0.0012085906045389	0.0251926759071826	0	0	15.750198255352895	105.81456304852416	MEF2C;ZEB1;TCF4
GO_Biological_Process_2023	Regulation Of Endothelial Cell Proliferation (GO:0001936)	4/93	0.0012219357767157	0.0251926759071826	0	0	9.274812734082396	62.20912744545419	EGFL7;AKT3;PTPRM;CDH13
GO_Biological_Process_2023	Ephrin Receptor Signaling Pathway (GO:0048013)	3/43	0.0012945471308939	0.0256003299966572	0	0	15.355670103092784	102.10897717127874	CHN1;FYN;KALRN
GO_Biological_Process_2023	Negative Regulation Of BMP Signaling Pathway (GO:0030514)	3/43	0.0012945471308939	0.0256003299966572	0	0	15.355670103092784	102.10897717127874	NOTCH1;CRIM1;FBN1
GO_Biological_Process_2023	Phosphorylation (GO:0016310)	8/429	0.0013989936534811	0.0271124970044646	0	0	4.02333987400599	26.441398180551374	PRKCH;PEAK1;AKT3;FYN;CDK14;DCLK1;MAP4K3;DGKH
GO_Biological_Process_2023	Positive Regulation Of Cardiac Muscle Cell Proliferation (GO:0060045)	2/13	0.0018624280503563	0.0353861329567711	0	0	36.89981447124304	231.94759321375395	MEF2C;NOTCH1
GO_Biological_Process_2023	Regulation Of Epithelial Cell Migration (GO:0010632)	3/50	0.0020046761378758	0.0373563688000327	0	0	13.064049133581928	81.15743654844592	MCC;SASH1;PTPRG
GO_Biological_Process_2023	Cardiac Cell Development (GO:0055006)	2/14	0.0021657651600423	0.0388634525940926	0	0	33.82312925170068	207.5042741698455	NOTCH1;SLC8A1
GO_Biological_Process_2023	Smooth Muscle Contraction (GO:0006939)	2/14	0.0021657651600423	0.0388634525940926	0	0	33.82312925170068	207.5042741698455	APBB2;SLC8A1
GO_Biological_Process_2023	Blood Vessel Morphogenesis (GO:0048514)	3/53	0.0023702048008991	0.0417586991285685	0	0	12.278350515463918	74.219914290735	EGFL7;FLT1;ENG
GO_Biological_Process_2023	Regulation Of Focal Adhesion Assembly (GO:0051893)	3/54	0.002500594818504	0.0432692210558995	0	0	12.036992116434202	72.11634792982616	LIMCH1;PEAK1;FYN
GO_Biological_Process_2023	Axonogenesis (GO:0007409)	5/188	0.0025481440016357	0.0433184480278078	0	0	5.670693126258269	33.867591075220275	CXCL12;SEMA6A;NOTCH1;FYN;KALRN
GO_Biological_Process_2023	Neuron Projection Development (GO:0031175)	5/192	0.002790244936367	0.0458242521178541	0	0	5.548269068392908	32.632843031688054	PTPRM;MAP4;SHANK3;DCLK1;FRYL
GO_Biological_Process_2023	Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023)	2/16	0.0028374149918175	0.0458242521178541	0	0	28.988338192419825	170.01259891772904	MEF2C;NOTCH1
GO_Biological_Process_2023	Positive Regulation Of Positive Chemotaxis (GO:0050927)	2/16	0.0028374149918175	0.0458242521178541	0	0	28.988338192419825	170.01259891772904	CXCL12;CDH13
GO_Biological_Process_2023	Protein Modification Process (GO:0036211)	10/711	0.0029464536291139	0.0468051404362522	0	0	3.0431130131558093	17.732685097859257	PTPRB;PRKCH;PEAK1;AKT3;PTPRM;FYN;CDK14;DCLK1;MAP4K3;PTPRG
GO_Biological_Process_2023	Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	6/284	0.0030409558504942	0.0475271970827239	0	0	4.505280881677637	26.110731038289064	FLT1;CHN1;RAPGEF1;FYN;KALRN;PTPRG
GO_Biological_Process_2023	Rac Protein Signal Transduction (GO:0016601)	2/17	0.0032052883489498	0.0487352785091589	0	0	27.05442176870748	155.3722787250682	ELMO1;CDH13
GO_Biological_Process_2023	Heart Morphogenesis (GO:0003007)	3/59	0.0032188419242375	0.0487352785091589	0	0	10.959499263622977	62.89364704662167	ADAMTS5;NOTCH1;ENG
GO_Biological_Process_2023	Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156)	3/60	0.0033760739560196	0.049754510953364	0	0	10.766684753119913	61.27365293527066	PECAM1;PTPRM;CDH13
GO_Biological_Process_2023	Regulation Of Cell Motility (GO:2000145)	4/123	0.0033904273994707	0.049754510953364	0	0	6.926120448179272	39.38745684021152	PLXNA2;ARHGAP18;FYN;LDB2
GO_Biological_Process_2023	Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	4/124	0.0034901927235166	0.049754510953364	0	0	6.868055555555555	38.85807320211981	FLT1;RAPGEF1;FYN;PTPRG
GO_Biological_Process_2023	Cardiac Atrium Morphogenesis (GO:0003209)	2/18	0.003594237117374	0.049754510953364	0	0	25.362244897959183	142.7494556250508	NOTCH1;ENG
GO_Biological_Process_2023	Heart Trabecula Morphogenesis (GO:0061384)	2/18	0.003594237117374	0.049754510953364	0	0	25.362244897959183	142.7494556250508	NOTCH1;ENG
GO_Biological_Process_2023	Vesicle Transport Along Actin Filament (GO:0030050)	2/18	0.003594237117374	0.049754510953364	0	0	25.362244897959183	142.7494556250508	MYO1D;MYO1E
