	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	celltype	group	group1	group2
AABR07007905.2	4.257630705625409	0.5467029310459302	1.0760039898556517	0.5080863418724604	0.6113927932177328	0.8966519709132628	AABR07007905.2	Adipocytes_Brown	diet	Control	HF
AABR07008066.2	136.21294604062723	1.021413575717118	0.4734550219053039	2.1573613721672844	0.03097751851360142	0.2194392923594526	AABR07008066.2	Adipocytes_Brown	diet	Control	HF
AABR07008681.1	18.840488229844976	0.7558916611369034	0.6690901067546899	1.1297307395609688	0.25858970030942674	0.6773498811377426	AABR07008681.1	Adipocytes_Brown	diet	Control	HF
AABR07008940.1	19.78433241072774	-0.4084591692928665	0.5343041975201834	-0.7644693251309089	0.444587609857344	0.8255356100078278	AABR07008940.1	Adipocytes_Brown	diet	Control	HF
AABR07009105.1	48.184868977601695	0.14805701768696994	0.4212466175908441	0.3514734872738548	0.7252331593961251	0.9363072173084359	AABR07009105.1	Adipocytes_Brown	diet	Control	HF
AABR07009260.1	12.257029161968793	0.2691841868496189	0.6089684026529594	0.4420330934690915	0.6584652586341215	0.9148714534674726	AABR07009260.1	Adipocytes_Brown	diet	Control	HF
AABR07009572.1	4.754693216602579	1.5932096883218478	1.0650903758507348	1.495844601026726	0.1346941556110271	0.5159568316363341	AABR07009572.1	Adipocytes_Brown	diet	Control	HF
AABR07011733.1	8.81788247177357	-0.4254484180938472	0.7849245480150868	-0.5420246050014859	0.5878015558513643	0.8880749716985897	AABR07011733.1	Adipocytes_Brown	diet	Control	HF
AABR07012054.1	10.284853004678054	0.6215745577693913	0.652486607924548	0.9526242381380319	0.34078049196275795	0.7579643132214237	AABR07012054.1	Adipocytes_Brown	diet	Control	HF
AABR07013165.1	54.6276085668145	0.27490664979378737	0.4353829297772602	0.631413477635488	0.527770205881885	0.86896052345623	AABR07013165.1	Adipocytes_Brown	diet	Control	HF
AABR07015057.1	12234.329185346834	0.07296383222707568	0.31936283637234475	0.22846688442485913	0.8192832977642578	0.9619338098633016	AABR07015057.1	Adipocytes_Brown	diet	Control	HF
AABR07015346.1	26.386670404692882	-0.033647809238718636	0.46485493055801647	-0.07238346207993851	0.9422967456171164	0.9906847200192794	AABR07015346.1	Adipocytes_Brown	diet	Control	HF
AABR07015507.1	226.9858295938748	0.2728218114657199	0.24898528891956337	1.0957346622749953	0.2731949090311334	0.6917576984844064	AABR07015507.1	Adipocytes_Brown	diet	Control	HF
AABR07017236.2	61.77890087760667	0.1662570202418193	0.36743618670426537	0.4524786242015757	0.6509242170413427	0.9110099458068016	AABR07017236.2	Adipocytes_Brown	diet	Control	HF
AABR07017902.1	787.5081541266819	0.509938833126532	0.43669623399450264	1.1677197865025588	0.24291981284226183	0.6645210828117853	AABR07017902.1	Adipocytes_Brown	diet	Control	HF
AABR07017917.1	8.395487143327168	0.12818196261009035	0.7952884340801877	0.16117669655078368	0.8719542345974458	0.974322810571826	AABR07017917.1	Adipocytes_Brown	diet	Control	HF
AABR07018132.1	40.13287382611135	-0.004148436287289502	0.573312968091913	-0.00723590171193272	0.9942266361211667	0.9992022536279389	AABR07018132.1	Adipocytes_Brown	diet	Control	HF
AABR07019088.1	3862.507321491921	0.3604237490212049	0.32228098599559735	1.1183525081623296	0.26341646924310247	0.6815198531349187	AABR07019088.1	Adipocytes_Brown	diet	Control	HF
AABR07019209.2	26.745013194303215	-0.14994414379127208	0.42324617770176165	-0.3542717021225634	0.7231352727321947	0.9359617746031523	AABR07019209.2	Adipocytes_Brown	diet	Control	HF
AABR07019403.1	103.49611914894517	0.5254073384590275	0.48919575427116335	1.0740226869748994	0.2828125135108345	0.7032205851221566	AABR07019403.1	Adipocytes_Brown	diet	Control	HF
AABR07020987.1	8.877360254341525	-0.6654000284854841	0.7967508835318944	-0.8351418771396288	0.4036378305492797	0.8001705371049789	AABR07020987.1	Adipocytes_Brown	diet	Control	HF
AABR07021213.1	14.548624056255031	1.7806455842325946	0.7316222782311634	2.4338318244458677	0.014939934685548405	0.13679826764484931	AABR07021213.1	Adipocytes_Brown	diet	Control	HF
AABR07021503.1	39.672775179920514	0.2689985149310916	0.49644511462055535	0.5418494552750177	0.5879222189027813	0.8880865794490316	AABR07021503.1	Adipocytes_Brown	diet	Control	HF
AABR07021636.1	17.17923493303819	2.6208464334981327	0.6868852894455635	3.81555184507389	0.00013587892182235985	0.0034155135339571877	AABR07021636.1	Adipocytes_Brown	diet	Control	HF
AABR07025743.1	7.009131534306686	0.12168009471382311	0.8284826266624443	0.14687102758450513	0.8832338205309729	0.9767868765214246	AABR07025743.1	Adipocytes_Brown	diet	Control	HF
AABR07025986.2	5.474664096053889	0.17041927991615455	0.9147236940734982	0.1863068389069862	0.8522041446858692	0.9699530168215328	AABR07025986.2	Adipocytes_Brown	diet	Control	HF
AABR07026002.1	15.868246409603374	0.6092732662126995	0.5639891514122576	1.080292528122302	0.2800119359347075	0.7003493780218514	AABR07026002.1	Adipocytes_Brown	diet	Control	HF
AABR07026291.1	2837.6977409178107	0.12818392258442166	0.19675607353138969	0.6514864841718429	0.5147324990877511	0.8638615559381102	AABR07026291.1	Adipocytes_Brown	diet	Control	HF
AABR07026565.1	53.54321519921988	-0.08112774442841349	0.3859492312133269	-0.2102031507443825	0.8335091205624504	0.9652479423698049	AABR07026565.1	Adipocytes_Brown	diet	Control	HF
AABR07026797.1	9.343018708786767	1.028403929971811	0.7131598369292366	1.44203848382709	0.1492915174050462	0.5427608342965833	AABR07026797.1	Adipocytes_Brown	diet	Control	HF
AABR07028349.1	9.785546970185543	-0.10160412540217101	0.7321329901668321	-0.1387782366957926	0.8896253921505681	0.9783874402280931	AABR07028349.1	Adipocytes_Brown	diet	Control	HF
AABR07028615.1	13.23901927671443	-0.7627329300568569	0.6322057859266108	-1.2064630647739727	0.22763899226156892	0.6472733387573438	AABR07028615.1	Adipocytes_Brown	diet	Control	HF
AABR07028902.1	984.2304406885928	0.31669417915066284	0.208583539307826	1.5183085884993446	0.12893662358320776	0.5055643786084034	AABR07028902.1	Adipocytes_Brown	diet	Control	HF
AABR07028945.1	19.173987020195693	0.10427490726591891	0.5721454011802931	0.18225246073953857	0.8553846046122007	0.9708990684355904	AABR07028945.1	Adipocytes_Brown	diet	Control	HF
AABR07028997.1	9.673339384267358	0.342755942980511	0.678408098475854	0.5052356299262404	0.6133933479077791	0.8980247294394678	AABR07028997.1	Adipocytes_Brown	diet	Control	HF
AABR07031480.1	327.08750509838814	0.4274303836420814	0.2920946352151079	1.4633284289090347	0.14337753230155117	0.5327828279611109	AABR07031480.1	Adipocytes_Brown	diet	Control	HF
AABR07031491.2	205.02494396529383	0.4159712820216271	0.2499368998241549	1.6643051998896001	0.09605145379980708	0.4386077931068949	AABR07031491.2	Adipocytes_Brown	diet	Control	HF
AABR07032097.1	4.395619202252618	0.9855289092213917	1.1183904900441963	0.8812028696546281	0.3782080263667821	0.7832062732646267	AABR07032097.1	Adipocytes_Brown	diet	Control	HF
AABR07034438.1	722.3971687432526	0.04050434937962235	0.216730603224042	0.18688800186539223	0.85174844658451	0.9699530168215328	AABR07034438.1	Adipocytes_Brown	diet	Control	HF
AABR07034767.1	531.7412126167598	0.14818139394490187	0.24355114618518048	0.6084200229229648	0.5429089348572791	0.8731409054639858	AABR07034767.1	Adipocytes_Brown	diet	Control	HF
AABR07035218.1	767.0164642941885	0.025899358669591685	0.21294194740761627	0.12162638214261652	0.9031949186730455	0.9808742038532758	AABR07035218.1	Adipocytes_Brown	diet	Control	HF
AABR07035338.1	2461.7232040321474	-0.004565056677352857	0.22589045007271563	-0.020209161900750276	0.9838765192391624	0.9977363525724358	AABR07035338.1	Adipocytes_Brown	diet	Control	HF
AABR07035428.2	212.5128322617262	-0.23426982126523369	0.2500662699343418	-0.9368309501587092	0.34884552215310105	0.7605617274088569	AABR07035428.2	Adipocytes_Brown	diet	Control	HF
AABR07035839.1	12888.173369505943	-1.7250533259583545	0.20772631881443088	-8.304452395843997	1.0028086337930538e-16	2.4973649087498125e-14	AABR07035839.1	Adipocytes_Brown	diet	Control	HF
AABR07037203.1	4.555485780242496	0.1252432205186248	0.9989873257224723	0.12537017967475045	0.9002304949943011	0.9804016549078067	AABR07037203.1	Adipocytes_Brown	diet	Control	HF
AABR07037995.1	232.54691389251903	0.0958494427690443	0.3508790573531353	0.2731694604177488	0.7847229545404215	0.9531454444607892	AABR07037995.1	Adipocytes_Brown	diet	Control	HF
AABR07039328.2	58.73298273118519	0.4832427007979346	0.3928676637816369	1.2300393881908536	0.21868235547990444	0.6383417227032244	AABR07039328.2	Adipocytes_Brown	diet	Control	HF
AABR07040855.1	82.06383019258378	0.31404913561122416	0.30134982846203895	1.0421414115747039	0.29734612145015993	0.7183070605420439	AABR07040855.1	Adipocytes_Brown	diet	Control	HF
AABR07040864.1	938.2934592148999	0.3659045913283059	0.2948767614599899	1.240872931175193	0.21465269383666086	0.6340104165858588	AABR07040864.1	Adipocytes_Brown	diet	Control	HF
AABR07041089.1	19.181638333971744	3.660441851502776	0.7224176175805469	5.066933256364904	4.0427595334822853e-07	2.0750774887889226e-05	AABR07041089.1	Adipocytes_Brown	diet	Control	HF
AABR07042418.1	5.515832079007606	-3.98969146405474	1.286787859679623	-3.100504433611979	0.0019319132154448867	0.029556733698865568	AABR07042418.1	Adipocytes_Brown	diet	Control	HF
AABR07042936.1	113.47207348281499	0.5709285324826449	0.28114281369714	2.0307420452072282	0.04228116880870931	0.2698610147790806	AABR07042936.1	Adipocytes_Brown	diet	Control	HF
AABR07043115.1	62.28569251516823	-0.13423140005678838	0.43772631186379396	-0.3066560003789692	0.7591052237044295	0.9452265785534415	AABR07043115.1	Adipocytes_Brown	diet	Control	HF
AABR07043167.1	7.297041796451743	0.5963676650809318	0.8674646716246146	0.6874835190279692	0.4917780829593965	0.8520267533674265	AABR07043167.1	Adipocytes_Brown	diet	Control	HF
AABR07043389.1	8.002708005926168	-21.67476988882253	348.9775743527693	-0.06210934879990959	0.9504757521082144	0.9920983083404351	AABR07043389.1	Adipocytes_Brown	diet	Control	HF
AABR07044383.1	258.49552623518656	0.6310085933979533	0.2843237686787062	2.219331139040334	0.0264642046397135	0.19782691717335582	AABR07044383.1	Adipocytes_Brown	diet	Control	HF
AABR07044388.2	13.812972100053535	1.9144188944797254	0.7439418498760174	2.573344804837603	0.010072080751381994	0.10253545945842926	AABR07044388.2	Adipocytes_Brown	diet	Control	HF
AABR07044408.3	11.734352532258859	1.0590289723183628	0.6820790833843706	1.5526483630954129	0.12050716481408084	0.49129140325640797	AABR07044408.3	Adipocytes_Brown	diet	Control	HF
AABR07045341.1	10.376909186291948	1.8199996306605908	0.7020782035046567	2.59230328128043	0.009533568649158752	0.09886041437838673	AABR07045341.1	Adipocytes_Brown	diet	Control	HF
AABR07046657.1	4.7608836743177365	0.11313629535911823	0.9102705178755327	0.12428865171110387	0.9010867322531408	0.9804016549078067	AABR07046657.1	Adipocytes_Brown	diet	Control	HF
AABR07046707.1	1248.3374006237848	0.23763918100481074	0.20143935569644636	1.179705823537853	0.2381172369161848	0.6594716706857762	AABR07046707.1	Adipocytes_Brown	diet	Control	HF
AABR07046763.1	5.846686584886115	-0.5911606969937249	1.0129207255314916	-0.5836199043943304	0.559476065625197	0.8796536060179752	AABR07046763.1	Adipocytes_Brown	diet	Control	HF
AABR07048271.1	42.92938839806512	-1.253836581192856	0.42194127138941356	-2.9715902809509203	0.002962617558102774	0.04158797590956796	AABR07048271.1	Adipocytes_Brown	diet	Control	HF
AABR07049060.1	234.211666778546	0.5097441541029982	0.30400164422042675	1.676780911531488	0.09358533175330067	0.4329762347771556	AABR07049060.1	Adipocytes_Brown	diet	Control	HF
AABR07049329.1	5.437298661437616	-0.33301576066822586	0.9294318169546166	-0.3583003665178881	0.7201185438483989	0.9354104041876756	AABR07049329.1	Adipocytes_Brown	diet	Control	HF
AABR07049554.2	469.338091644503	0.34122698846991306	0.26748539168545377	1.2756845759680768	0.20206704308722323	0.6171695651685165	AABR07049554.2	Adipocytes_Brown	diet	Control	HF
AABR07049918.1	7.36592265808986	-0.550203191981428	0.8675685896984061	-0.634189847943545	0.5259569321329843	0.8689091276311753	AABR07049918.1	Adipocytes_Brown	diet	Control	HF
AABR07051450.1	120.94401451873377	-0.23038623512839823	0.2908016423669299	-0.792245302513456	0.4282176580614089	0.8183033299375556	AABR07051450.1	Adipocytes_Brown	diet	Control	HF
AABR07051787.1	31.70719765268881	-0.5848411819105004	0.40707655971616824	-1.4366859696325365	0.15080724337200827	0.5456163058560041	AABR07051787.1	Adipocytes_Brown	diet	Control	HF
AABR07052085.2	43.88983466709394	0.03789154528895503	0.3944517493605837	0.09606129355587392	0.9234718923616846	0.9865625999745737	AABR07052085.2	Adipocytes_Brown	diet	Control	HF
AABR07052327.1	9.979643951485949	-0.23714409482973345	0.6905056191229428	-0.3434354308817153	0.7312709085834551	0.9382790898284838	AABR07052327.1	Adipocytes_Brown	diet	Control	HF
AABR07053185.1	1445.9926709960898	0.27384578952247063	0.20733213466361824	1.3208072639910167	0.18656563704118423	0.5962577758731791	AABR07053185.1	Adipocytes_Brown	diet	Control	HF
AABR07053830.1	7724.673271297619	1.2199759035170152	0.2791214981919065	4.370770117743621	1.2380908754914457e-05	0.00043358974202106673	AABR07053830.1	Adipocytes_Brown	diet	Control	HF
AABR07054096.1	31.697540213233292	0.9330170262988451	0.4983130952370457	1.87235100826522	0.061158058187947485	0.3376246167945475	AABR07054096.1	Adipocytes_Brown	diet	Control	HF
AABR07054262.1	71.41403057395566	-0.3958607985693559	0.3583034262637477	-1.104820019996019	0.26923758386487406	0.6879910393658198	AABR07054262.1	Adipocytes_Brown	diet	Control	HF
AABR07054362.1	4.661986348800688	0.6015440816468465	1.044975927274877	0.5756535303311466	0.564849391017519	0.8818941773385536	AABR07054362.1	Adipocytes_Brown	diet	Control	HF
AABR07054614.1	184.29848189005926	-1.0011023809266848	0.33655411276990865	-2.9745658809140942	0.002934034451425013	0.04135942903853624	AABR07054614.1	Adipocytes_Brown	diet	Control	HF
AABR07056686.1	10.761779191949882	-0.06269390605396073	0.6254437276841434	-0.10023908351611435	0.9201545180951871	0.9857594168202084	AABR07056686.1	Adipocytes_Brown	diet	Control	HF
AABR07057997.1	702.5382462117403	-0.5304590670128014	0.7850345047052724	-0.6757143333616312	0.499222033843963	0.8565205477109411	AABR07057997.1	Adipocytes_Brown	diet	Control	HF
AABR07058017.2	15.340687909697406	1.916598250915617	0.7224326390828336	2.652978488553396	0.007978495539253642	0.08590457006555884	AABR07058017.2	Adipocytes_Brown	diet	Control	HF
AABR07060591.1	20.54753326414498	0.5391339064084292	0.5116220604214666	1.0537737680120727	0.29198650610141175	0.7135074736092774	AABR07060591.1	Adipocytes_Brown	diet	Control	HF
AABR07060778.1	79.33967776223456	0.24979979005344963	0.297668491828162	0.8391878781636519	0.4013638884818057	0.7998727878339246	AABR07060778.1	Adipocytes_Brown	diet	Control	HF
AABR07060872.1	11.785558092579514	-0.336072766549667	0.6999986839047138	-0.48010485487629057	0.6311528362702437	0.9050696675370267	AABR07060872.1	Adipocytes_Brown	diet	Control	HF
AABR07060996.1	6.251093892699416	-0.5439613575087558	0.9033700303585082	-0.6021467828558373	0.5470764359079456	0.8746710133402492	AABR07060996.1	Adipocytes_Brown	diet	Control	HF
AABR07062466.1	59.5251723340408	-0.3844556970690917	0.5804164164252479	-0.6623790888564676	0.5077283017864294	0.8613511041281572	AABR07062466.1	Adipocytes_Brown	diet	Control	HF
AABR07063632.1	6.157115947094638	1.2056227847535945	0.9703433284530233	1.2424703189083262	0.21406308495778148	0.6332424915337099	AABR07063632.1	Adipocytes_Brown	diet	Control	HF
AABR07064584.1	10.279236659478766	-1.0183849174901	0.7018599039569307	-1.450980333466368	0.14678533657034468	0.5384531386246577	AABR07064584.1	Adipocytes_Brown	diet	Control	HF
AABR07064590.1	4.462662876602452	-1.061289867246564	1.0613069564500763	-0.9999838979633476	0.3173183003686013	0.7362951125582905	AABR07064590.1	Adipocytes_Brown	diet	Control	HF
AABR07064719.2	1891.901691320967	-0.006535985968751676	0.21397066599634698	-0.030546177618866983	0.975631466132403	0.9956996719073457	AABR07064719.2	Adipocytes_Brown	diet	Control	HF
AABR07064804.1	64.89988462145499	-0.20896927882191418	0.38909694254971516	-0.5370622484272388	0.5912246166083721	0.8889646393164302	AABR07064804.1	Adipocytes_Brown	diet	Control	HF
AABR07064980.1	6.080993758085505	-0.7748026395379929	0.8881136861191927	-0.8724138042773135	0.3829826724447245	0.7865532955156773	AABR07064980.1	Adipocytes_Brown	diet	Control	HF
AABR07065590.1	5.330298224537276	1.2080706630740428	0.9224364925266904	1.3096518544761364	0.1903136378244945	0.6016308889195585	AABR07065590.1	Adipocytes_Brown	diet	Control	HF
AABR07067762.1	4.819516770471424	-0.21905652711661622	0.9130156928147066	-0.23992635487052136	0.8103873492605247	0.9605189403795034	AABR07067762.1	Adipocytes_Brown	diet	Control	HF
AABR07068351.1	162.10873696472578	0.07977794899799526	0.25568505134744757	0.3120164772151106	0.7550280010143149	0.9444346160952941	AABR07068351.1	Adipocytes_Brown	diet	Control	HF
AABR07071891.2	239.16608397757673	0.17806750712794708	0.252261572133235	0.7058843946072713	0.48026003297912523	0.8467193725566935	AABR07071891.2	Adipocytes_Brown	diet	Control	HF
AABR07071891.3	89.23868680712512	0.35350850856706106	0.3096590849022084	1.1416054810040548	0.2536180447370915	0.673780002317683	AABR07071891.3	Adipocytes_Brown	diet	Control	HF
AABR07072108.1	91.2862996275702	-0.5246005698869826	0.3424861305335908	-1.5317425236159457	0.12558598442977598	0.5008541870141243	AABR07072108.1	Adipocytes_Brown	diet	Control	HF
AABR07072539.5	9.391138971863937	-0.08903578499014071	0.8816103389511333	-0.10099221964214723	0.9195566364246499	0.9856060308487371	AABR07072539.5	Adipocytes_Brown	diet	Control	HF
AABR07073146.1	5.134744139454961	0.5524126800620554	0.9318219073491005	0.5928307498517502	0.5532944265329125	0.8765071104366271	AABR07073146.1	Adipocytes_Brown	diet	Control	HF
AC080157.1	4.260527359398402	-0.15375701097680203	1.0588149539612663	-0.14521613092218072	0.884540230298543	0.9773131056718731	AC080157.1	Adipocytes_Brown	diet	Control	HF
AC094643.2	70.26315050225632	-0.15975843419525257	0.3351760221144743	-0.47664040281702935	0.6336182079030931	0.9062856477218459	AC094643.2	Adipocytes_Brown	diet	Control	HF
AC095078.1	16.6297493676264	0.2887559329657139	0.6426710569550763	0.44930595495278136	0.6532109625985487	0.9119917166559376	AC095078.1	Adipocytes_Brown	diet	Control	HF
AC096301.1	156.13718032179875	2.577077333927031	0.2692307013158283	9.572003940605278	1.0485328980364573e-21	4.406459503998212e-19	AC096301.1	Adipocytes_Brown	diet	Control	HF
AC098622.1	8.330110193444224	-0.24613029834455952	0.7799227565964363	-0.31558291672199196	0.7523191060059035	0.9427395498121667	AC098622.1	Adipocytes_Brown	diet	Control	HF
AC109542.1	63.72268013866691	-0.38896225689716846	0.31987342775444366	-1.2159880225992452	0.2239894846873618	0.6434973245305636	AC109542.1	Adipocytes_Brown	diet	Control	HF
AC112531.1	8.185952360009825	-0.06056172028825149	0.7594079942787323	-0.07974859462175082	0.9364372095805319	0.9895255378486795	AC112531.1	Adipocytes_Brown	diet	Control	HF
AC112557.1	5.379001382121005	1.4877231441724583	0.9561964960931405	1.555875962996149	0.11973759020892669	0.49032616112352195	AC112557.1	Adipocytes_Brown	diet	Control	HF
AC115369.1	45.72487931465435	-2.263015360382161	0.411926491152801	-5.493735918874692	3.9351880658020366e-08	2.544250437928163e-06	AC115369.1	Adipocytes_Brown	diet	Control	HF
AC115420.4	80.14996900698067	0.826847990939354	0.42588531849852856	1.9414803822175213	0.0522000366956434	0.30815895236304325	AC115420.4	Adipocytes_Brown	diet	Control	HF
AC119007.5	49.27789198446265	-0.7839582762366785	1.625147005758612	-0.48239222264740905	0.6295273449624652	0.9047647467195931	AC119007.5	Adipocytes_Brown	diet	Control	HF
AC119332.1	29.259012099289603	0.40331081018059267	0.4754435037511496	0.8482833543808148	0.3962801854969087	0.7963576564652793	AC119332.1	Adipocytes_Brown	diet	Control	HF
AC121209.1	14.406594476511131	0.20370891296184696	0.6067547074207709	0.33573519985989886	0.7370705593305918	0.9400331259200841	AC121209.1	Adipocytes_Brown	diet	Control	HF
AC121639.1	87.41021646470237	0.0599636011951202	0.38098642370277536	0.1573903883827118	0.8749371880105304	0.974322810571826	AC121639.1	Adipocytes_Brown	diet	Control	HF
AC125757.1	391.3458606554985	1.7486013061605314	0.9818916379112552	1.7808495750918825	0.0749370281095782	0.38256580857663586	AC125757.1	Adipocytes_Brown	diet	Control	HF
AC130391.3	17.272080222206075	0.3233343969269244	0.7434153094636872	0.43493104434476	0.6636124800536697	0.9170017089767519	AC130391.3	Adipocytes_Brown	diet	Control	HF
AC131360.1	7.783668143139102	-0.724603107980608	0.8189150857919256	-0.8848330193842822	0.37624669781433884	0.781793200279238	AC131360.1	Adipocytes_Brown	diet	Control	HF
AC133270.1	88.31873136023678	-0.13824558126747022	0.33035037014296337	-0.4184816902358628	0.6755949707613385	0.9223137619493528	AC133270.1	Adipocytes_Brown	diet	Control	HF
AC133403.1	18.433056158415415	1.0143700517137653	0.5464433116010079	1.8563134183888037	0.06340889758524945	0.34509221154448994	AC133403.1	Adipocytes_Brown	diet	Control	HF
AC139642.2	10.169187149845255	0.2161638999943278	0.7868808235136261	0.27470983347783234	0.783539175704864	0.952906227205588	AC139642.2	Adipocytes_Brown	diet	Control	HF
AC142154.1	4.044569587134315	0.2531337551497109	1.0829676631725407	0.23374082510290162	0.8151861916678874	0.961088128571978	AC142154.1	Adipocytes_Brown	diet	Control	HF
AC239701.1	166.27195302727588	-0.25684211107028043	0.24599610329085259	-1.0440901609185416	0.2964436775992635	0.7174844718257859	AC239701.1	Adipocytes_Brown	diet	Control	HF
Aaas	107.14035542702545	0.41988035971556614	0.2746950676839179	1.5285325770709068	0.1263803615611944	0.5020094941807474	Aaas	Adipocytes_Brown	diet	Control	HF
Aacs	939.8100166472	-1.8012579363533676	0.3851802988205096	-4.676402043066945	2.919519605898886e-06	0.00012113101730846764	Aacs	Adipocytes_Brown	diet	Control	HF
Aadat	3.7751343810100124	1.911867749684836	1.3680415198110698	1.3975217286891044	0.16225673720183997	0.5623785056418412	Aadat	Adipocytes_Brown	diet	Control	HF
Aagab	330.15674755343576	-0.19090162095053026	0.23384965142193923	-0.8163434060719763	0.41430375520352025	0.8111161595540749	Aagab	Adipocytes_Brown	diet	Control	HF
Aak1	2101.156261058311	-0.17159579853614712	0.19399739512073955	-0.88452630216684	0.3764121704442044	0.7819002831929059	Aak1	Adipocytes_Brown	diet	Control	HF
Aamdc	416.46653074667057	-0.2154210760494849	0.2886941226776109	-0.7461914155074396	0.45555179309660465	0.8339826179460553	Aamdc	Adipocytes_Brown	diet	Control	HF
Aamp	235.63811257225916	-0.3781962810999634	0.25389546634220217	-1.489574770863485	0.13633607977181422	0.519756199156928	Aamp	Adipocytes_Brown	diet	Control	HF
Aar2	229.5447997917586	-0.06368074968567745	0.2659115099625097	-0.23948098258197126	0.8107326411967108	0.9605189403795034	Aar2	Adipocytes_Brown	diet	Control	HF
Aars1	479.25815731361564	-0.27105203119209503	0.26034754848033415	-1.0411161264019717	0.297821655969421	0.7186375383012304	Aars1	Adipocytes_Brown	diet	Control	HF
Aars2	565.9249856198055	-0.11849444817740647	0.25753565463799116	-0.4601089054793984	0.6454380522204528	0.9094562999015768	Aars2	Adipocytes_Brown	diet	Control	HF
Aarsd1	263.58467719759346	-0.15141925106445445	0.23219027878989004	-0.6521343264395422	0.5143145216360616	0.8638556398267012	Aarsd1	Adipocytes_Brown	diet	Control	HF
Aasdh	450.02861090452865	0.0168493915757035	0.21809612217027835	0.07725672243978897	0.9384193184525618	0.9898500889254804	Aasdh	Adipocytes_Brown	diet	Control	HF
Aasdhppt	119.28994730722484	-0.08042260804376723	0.2701929922870291	-0.2976487560355872	0.7659712582492776	0.9474989029336811	Aasdhppt	Adipocytes_Brown	diet	Control	HF
Aatf	611.2719054090146	0.23624199427329	0.21183562291302602	1.1152137257400025	0.26475884560106666	0.6828686144309829	Aatf	Adipocytes_Brown	diet	Control	HF
Aatk	6.14598230772538	0.890226009155672	0.8613007303784576	1.0335832511885885	0.30133103266541905	0.7219216496851755	Aatk	Adipocytes_Brown	diet	Control	HF
Abat	109.17153089819556	1.2653490723320846	0.3806293831249166	3.324359937595298	0.0008862173615282111	0.016214763371199162	Abat	Adipocytes_Brown	diet	Control	HF
Abca1	542.2940688533487	-0.8953057486809264	0.4764974295782774	-1.878930909392972	0.06025392770946682	0.3346942667645228	Abca1	Adipocytes_Brown	diet	Control	HF
