gene_id,gene_id,celltype,group,sub_id,sub_id_2,log2FoldChange_Control,lfcSE_Control,log2FoldChange_HF,lfcSE_HF,log2FC_diff,se_delta,z,pval,padj_diff
Steap4,Steap4,Adipocytes_Brown,time,Control,F,1.5474170708689587,1.0077423775580634,0.0538530120441451,0.9229457464457226,-1.4935640588248136,1.3665187706023765,-1.092970027895361,0.27440695956007466,0.9999939767421606
Col5a3,Col5a3,Adipocytes_Brown,time,Control,F,1.525019736574789,0.4543118062734179,-0.0390106157379686,0.3950627421031469,-1.4860091208368205,0.6020579602641868,-2.4682160504692114,0.013578833538360424,0.9999939767421606
Bcat2,Bcat2,Adipocytes_Brown,time,Control,F,2.36962347187137,0.5744588022158729,0.8968806191115625,1.1057776863935984,-1.4727428527598074,1.246092776308921,-1.1818886047331498,0.2372499040641356,0.9999939767421606
Plcl1,Plcl1,Adipocytes_Brown,time,Control,F,1.919047328268796,0.6377251274252776,0.4534420677905879,0.5395494902261331,-1.4656052604782082,0.835348424642596,-1.754483778556556,0.07934764704634656,0.9999939767421606
Inf2,Inf2,Adipocytes_Brown,time,Control,F,1.5374587063499925,0.3482603054399529,0.076632873650964,0.3005782538403527,-1.4608258326990284,0.4600353541053609,-3.1754642760879173,0.001495969401072328,0.8670831041194413
Eppk1,Eppk1,Adipocytes_Brown,time,Control,F,1.839928903143746,0.7546721828170542,0.3835321687743413,0.6881810133324331,-1.4563967343694046,1.0213340347942546,-1.4259749354801365,0.15387557713947353,0.9999939767421606
Fgf18,Fgf18,Adipocytes_Brown,time,Control,F,1.7991466138571834,0.4290341989054204,0.3491313474377462,0.3702709006777639,-1.4500152664194372,0.5667194047490683,-2.55861234725406,0.010509085673700236,0.9999939767421606
Zfr2,Zfr2,Adipocytes_Brown,time,Control,F,1.469317579098878,0.6469554035605742,-0.0266365425302763,0.6462961582920965,-1.4426810365686016,0.9144670679796776,-1.5776194540891468,0.11465306037357692,0.9999939767421606
Hid1,Hid1,Adipocytes_Brown,time,Control,F,1.497806591254066,0.3404947466286436,0.0574993504721844,0.4383381435752578,-1.4403072407818815,0.5550468454055996,-2.5949291536453636,0.009461041845421958,0.9999939767421606
Bmal2,Bmal2,Adipocytes_Brown,time,Control,F,1.6193530190222507,0.8397912808585285,-0.1917915988061662,0.548708428681802,-1.4275614202160845,1.0031601742057248,-1.4230642891564043,0.15471751935783717,0.9999939767421606
Psat1,Psat1,Adipocytes_Brown,time,Control,F,2.2764820621149715,0.6138914609592468,0.8508387537239341,0.5950707912398782,-1.4256433083910374,0.8549689891601526,-1.6674795536051732,0.09541908673538546,0.9999939767421606
Adap2,Adap2,Adipocytes_Brown,time,Control,F,1.5288739055395624,0.5888135231266048,0.1032540681782632,0.5611007339672374,-1.4256198373612992,0.8133482640759352,-1.7527790988537741,0.07963993217729626,0.9999939767421606
Il17rd,Il17rd,Adipocytes_Brown,time,Control,F,2.149903311340219,0.9767210157059036,0.7249485465659536,0.632296539079468,-1.4249547647742653,1.1635217470479207,-1.224691131377347,0.22069161687422278,0.9999939767421606
